instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
4600065,17969,ARTEDZ-SZ,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
4329729,16913,ARTEMISMED,ARTEMIS MED SERVICE,0.0,,0.0,0.05,1,EQ,NSE,NSE
4811777,18796,ARTNIRMAN-SM,,0.0,,0.0,0.05,6000,EQ,NSE,NSE
376321,1470,ARVEE-SM,,0.0,,0.0,0.05,2000,EQ,NSE,NSE
49409,193,ARVIND,ARVIND,0.0,,0.0,0.05,1,EQ,NSE,NSE
2332417,9111,ARVINDFASN,ARVIND FASHIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2676993,10457,ARVSMART,ARVIND SMARTSPACES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1376769,5378,ASAHIINDIA,ASAHI INDIA GLASS,0.0,,0.0,0.05,1,EQ,NSE,NSE
6422529,25088,ASAHISONG,ASAHI SONGWON COLOR,0.0,,0.0,0.05,1,EQ,NSE,NSE
2980609,11643,ASAL-BE,AUTOMOTIVE STAMPINGS & AS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4505089,17598,ASALCBR,ASSO ALCOHOLS & BREW,0.0,,0.0,0.05,1,EQ,NSE,NSE
3840257,15001,ASCOM-SM,,0.0,,0.0,0.05,4000,EQ,NSE,NSE
51969,203,ASHAPURMIN,ASHAPURA MINECHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
6247169,24403,ASHIANA,ASHIANA HOUSING,0.0,,0.0,0.05,1,EQ,NSE,NSE
2021121,7895,ASHIMASYN-BE,ASHIMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5166593,20182,ASHOKA,ASHOKA BUILDCON,0.0,,0.0,0.05,1,EQ,NSE,NSE
54273,212,ASHOKLEY,ASHOK LEYLAND,0.0,,0.0,0.05,1,EQ,NSE,NSE
4716033,18422,ASIANHOTNR,ASIAN HOTELS (NORTH),0.0,,0.0,0.05,1,EQ,NSE,NSE
60417,236,ASIANPAINT,ASIAN PAINTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3811585,14889,ASIANTILES,ASIAN GRANITO IND..,0.0,,0.0,0.05,1,EQ,NSE,NSE
5248513,20502,ASLIND-SM,,0.0,,0.0,0.05,4000,EQ,NSE,NSE
4421121,17270,ASPINWALL,ASPINWALL & CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
4538369,17728,ASTEC,ASTEC LIFESCIENCES,0.0,,0.0,0.05,1,EQ,NSE,NSE
386049,1508,ASTERDM,ASTER DM HEALTHCARE.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3691009,14418,ASTRAL,ASTRAL POLY TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
2974209,11618,ASTRAMICRO,ASTRA MICROWAVE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1436161,5610,ASTRAZEN,ASTRAZENECA PHARMA IND LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
223745,874,ASTRON,ASTRON PAPER BORD MIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
425729,1663,ATFL,AGRO TECH FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3477761,13585,ATLANTA,ATLANTA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2027777,7921,ATLASCYCLE-BE,ATLAS CYCLE (HARYANA),0.0,,0.0,0.05,1,EQ,NSE,NSE
67329,263,ATUL,ATUL,0.0,,0.0,0.05,1,EQ,NSE,NSE
7685889,30023,ATULAUTO,ATUL AUTO,0.0,,0.0,0.05,1,EQ,NSE,NSE
5436929,21238,AUBANK,AU SMALL FINANCE BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
4803073,18762,AURDIS-SM,,0.0,,0.0,0.05,2000,EQ,NSE,NSE
3077633,12022,AURIONPRO,AURIONPRO SOLN,0.0,,0.0,0.05,1,EQ,NSE,NSE
70401,275,AUROPHARMA,AUROBINDO PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1033473,4037,AUSOMENT,AUSOM ENTERPRISE,0.0,,0.0,0.05,1,EQ,NSE,NSE
71169,278,AUTOAXLES,AUTOMOTIVE AXLES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3612161,14110,AUTOIND-BE,AUTOLINE INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
73473,287,AUTOLITIND,AUTOLITE (INDIA),0.0,,0.0,0.05,1,EQ,NSE,NSE
5479937,21406,AVADHSUGAR,AVADH SUG & ENERGY,0.0,,0.0,0.05,1,EQ,NSE,NSE
2031617,7936,AVANTIFEED,AVANTI FEEDS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2669569,10428,AVENTUS-IT,,0.0,,0.0,0.05,53909,EQ,NSE,NSE
670977,2621,AVG-SM,,0.0,,0.0,0.05,1200,EQ,NSE,NSE
1062913,4152,AVROIND-SM,,0.0,,0.0,0.05,2000,EQ,NSE,NSE
4785153,18692,AVSL-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
3586049,14008,AVTNPL,AVT NATURAL PRODUCTS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1510401,5900,AXISBANK,AXIS BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
2415617,9436,AXISCADES,AXISCADES ENGG TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
5256193,20532,AXISGOLD,AXIS MF - AXIS GOLD ETF,0.0,,0.0,0.05,1,EQ,NSE,NSE
5440513,21252,AXISNIFTY,AXISAMC - AXISNIFTY,0.0,,0.0,0.01,1,EQ,NSE,NSE
2632961,10285,AYMSYNTEX,AYM SYNTEX,0.0,,0.0,0.05,1,EQ,NSE,NSE
5569537,21756,BABAFOOD-SM,,0.0,,0.0,0.05,2000,EQ,NSE,NSE
3603201,14075,BAGFILMS-BE,B.A.G FILMS AND MEDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4267265,16669,BAJAJ-AUTO,BAJAJ AUTO,0.0,,0.0,0.05,1,EQ,NSE,NSE
4999937,19531,BAJAJCON,BAJAJ CONSUMER CARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
3848705,15034,BAJAJELEC,BAJAJ ELECT.LTD,0.0,,0.0,0.05,1,EQ,NSE,NSE
4268801,16675,BAJAJFINSV,BAJAJ FINSERV.,0.0,,0.0,0.05,1,EQ,NSE,NSE
78849,308,BAJAJHIND,BAJAJ HINDUSTHAN SUGAR LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
78081,305,BAJAJHLDNG,BAJAJ HOLDINGS & INVS,0.0,,0.0,0.05,1,EQ,NSE,NSE
81153,317,BAJFINANCE,BAJAJ FINANCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2344449,9158,BALAJITELE,BALAJI TELEFILMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3712257,14501,BALAMINES,BALAJI AMINES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2895105,11309,BALAXI,BALAXI VENTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2607361,10185,BALKRISHNA-BE,BALKRISHNA PAPER MILLS L,0.0,,0.0,0.05,1,EQ,NSE,NSE
85761,335,BALKRISIND,BALKRISHNA IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3937793,15382,BALLARPUR-BE,BALLARPUR INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
86529,338,BALMLAWRIE,BALMER LAWRIE & CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
3440897,13441,BALPHARMA,BAL PHARMA.,0.0,,0.0,0.05,1,EQ,NSE,NSE
87297,341,BALRAMCHIN,BALRAMPUR CHINI MILLS,0.0,,0.0,0.05,1,EQ,NSE,NSE
88833,347,BANARBEADS,BANARAS BEADS,0.0,,0.0,0.05,1,EQ,NSE,NSE
89601,350,BANARISUG,BANNARI AMMAN SUGARS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3553281,13880,BANCOINDIA,BANCO PRODUCTS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
579329,2263,BANDHANBNK,BANDHAN BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
3917569,15303,BANG,BANG OVERSEAS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
390657,1526,BANKA-SM,,0.0,,0.0,0.05,1200,EQ,NSE,NSE
1195009,4668,BANKBARODA,BANK OF BARODA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2928385,11439,BANKBEES,NIPPONINDIA ETF BANK BEES,0.0,,0.0,0.01,1,EQ,NSE,NSE
1214721,4745,BANKINDIA,BANK OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
3714817,14511,BANSWRAS,BANSWARA SYNTEX,0.0,,0.0,0.05,1,EQ,NSE,NSE
4587777,17921,BARTRONICS-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
94209,368,BASF,BASF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
3080705,12034,BASML,BANNARI AM SPIN MILL.,0.0,,0.0,0.05,1,EQ,NSE,NSE
94977,371,BATAINDIA,BATA INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4589313,17927,BAYERCROP,BAYER CROPSCIENCE,0.0,,0.0,0.05,1,EQ,NSE,NSE
3522817,13761,BBL,BHARAT BIJLEE,0.0,,0.0,0.05,1,EQ,NSE,NSE
97281,380,BBTC,BOMBAY BURMAH TRADING COR,0.0,,0.0,0.05,1,EQ,NSE,NSE
1455873,5687,BBTCL-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
2263297,8841,BCG-BE,BRIGHTCOM GROUP,0.0,,0.0,0.05,1,EQ,NSE,NSE
256513,1002,BCONCEPTS-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
2985473,11662,BCP,B.C. POWER CONTROLS,0.0,,0.0,0.05,1,EQ,NSE,NSE
548865,2144,BDL,BHARAT DYNAMICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
1099265,4294,BDR-IT,,0.0,,0.0,0.05,16667,EQ,NSE,NSE
4591873,17937,BEARDSELL-BE,BEARDSELL,0.0,,0.0,0.05,1,EQ,NSE,NSE
5170177,20196,BEDMUTHA,BEDMUTHA INDUST,0.0,,0.0,0.05,1,EQ,NSE,NSE
98049,383,BEL,BHARAT ELECTRONICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
101121,395,BEML,BEML,0.0,,0.0,0.05,1,EQ,NSE,NSE
107265,419,BEPL,BHANSALI ENG. POLYMERS LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
103425,404,BERGEPAINT,BERGER PAINTS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
20737,81,BETA-SM,,0.0,,0.0,0.05,800,EQ,NSE,NSE
5404929,21113,BFINVEST,BF INVESTMENT,0.0,,0.0,0.05,1,EQ,NSE,NSE
3729153,14567,BFUTILITIE,BF UTILITIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3889409,15193,BGRENERGY-BE,BGR ENERGY SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3430401,13400,BHAGERIA,BHAGERIA INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
5318657,20776,BHAGYANGR,BHAGYANAGAR INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5460993,21332,BHAGYAPROP,BHAGYANAGAR PRO,0.0,,0.0,0.05,1,EQ,NSE,NSE
2556161,9985,BHALCHANDR-IT,,0.0,,0.0,0.05,11765,EQ,NSE,NSE
5006337,19556,BHANDARI,BHANDARI HOSIERY EXP,0.0,,0.0,0.05,1,EQ,NSE,NSE
108033,422,BHARATFORG,BHARAT FORGE,0.0,,0.0,0.05,1,EQ,NSE,NSE
109057,426,BHARATGEAR,BHARAT GEARS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
981505,3834,BHARATRAS,BHARAT RASAYAN,0.0,,0.0,0.05,1,EQ,NSE,NSE
4127489,16123,BHARATWIRE,BHARAT WIRE ROPES.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2714625,10604,BHARTIARTL,BHARTI AIRTEL,0.0,,0.0,0.05,1,EQ,NSE,NSE
112129,438,BHEL,BHEL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4718337,18431,BIGBLOC,BIGBLOC CONSTRUCTION,0.0,,0.0,0.05,1,EQ,NSE,NSE
2009089,7848,BIL,BHARTIYA INTERNATIONAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
5522177,21571,BILENERGY,BIL ENERGY SYSTEMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
120577,471,BINDALAGRO,OSWAL CHEM. & FERT..,0.0,,0.0,0.05,1,EQ,NSE,NSE
2911489,11373,BIOCON,BIOCON,0.0,,0.0,0.05,1,EQ,NSE,NSE
2023169,7903,BIOFILCHEM-BE,BIOFIL CHEM & PHARMA.,0.0,,0.0,0.05,1,EQ,NSE,NSE
122113,477,BIRLACABLE,BIRLA CABLE,0.0,,0.0,0.05,1,EQ,NSE,NSE
122881,480,BIRLACORPN,BIRLA CORPORATION,0.0,,0.0,0.05,1,EQ,NSE,NSE
3901185,15239,BIRLAMONEY,ADITYA BIRLA MONEY,0.0,,0.0,0.05,1,EQ,NSE,NSE
4502017,17586,BIRLATYRE,BIRLA TYRES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1909505,7459,BKMINDST-BE,BKM INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2083585,8139,BLBLIMITED-BE,BLB,0.0,,0.0,0.05,1,EQ,NSE,NSE
4931841,19265,BLISSGVS,BLISS GVS PHARMA,0.0,,0.0,0.05,1,EQ,NSE,NSE
3402241,13290,BLKASHYAP,B.L.KASHYAP & SON,0.0,,0.0,0.05,1,EQ,NSE,NSE
4423425,17279,BLS,BLS INTL SERVS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2189313,8552,BLUECOAST-BE,BLUE COAST HOTELS,0.0,,0.0,0.05,1,EQ,NSE,NSE
126721,495,BLUEDART,BLUE DART EXPRESS,0.0,,0.0,0.05,1,EQ,NSE,NSE
2127617,8311,BLUESTARCO,BLUE STAR,0.0,,0.0,0.05,1,EQ,NSE,NSE
6404353,25017,BODALCHEM,BODAL CHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
5207041,20340,BOHRA-SM,,0.0,,0.0,0.05,2000,EQ,NSE,NSE
131329,513,BOMDYEING,BOMBAY DYEING & MFG. CO L,0.0,,0.0,0.05,1,EQ,NSE,NSE
4967169,19403,BOROLTD-BE,BOROSIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
806145,3149,BORORENEW,BOROSIL RENEWABLES,0.0,,0.0,0.05,1,EQ,NSE,NSE
558337,2181,BOSCHLTD,BOSCH,0.0,,0.0,0.05,1,EQ,NSE,NSE
134657,526,BPCL,BHARAT PETROLEUM CORP  LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1321729,5163,BPL-BE,BPL,0.0,,0.0,0.05,1,EQ,NSE,NSE
3345665,13069,BRFL-BE,BOMBAY RAYON FASHIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3887105,15184,BRIGADE,BRIGADE ENTER.,0.0,,0.0,0.05,1,EQ,NSE,NSE
998657,3901,BRIGHT-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
140033,547,BRITANNIA,BRITANNIA INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3458049,13508,BRITANNIA-N2,,0.0,,0.0,0.01,1,EQ,NSE,NSE
5550849,21683,BRNL,BHARAT ROAD NETWORK,0.0,,0.0,0.05,1,EQ,NSE,NSE
6435841,25140,BROOKS-BE,BROOKS LAB,0.0,,0.0,0.05,1,EQ,NSE,NSE
5013761,19585,BSE,BSE,0.0,,0.0,0.05,1,EQ,NSE,NSE
2470657,9651,BSELINFRA-BE,BSEL INFRASTRUCTURE REALT,0.0,,0.0,0.05,1,EQ,NSE,NSE
713473,2787,BSHSL-SM,,0.0,,0.0,0.05,1200,EQ,NSE,NSE
143105,559,BSL,BSL,0.0,,0.0,0.05,1,EQ,NSE,NSE
6093825,23804,BSLGOLDETF,ADITYBIRLA SL GOLD ETF-GR,0.0,,0.0,0.05,1,EQ,NSE,NSE
6343937,24781,BSLNIFTY,ADITYBIRLA SL NIF ETF-GR,0.0,,0.0,0.01,1,EQ,NSE,NSE
1790465,6994,BSOFT,BIRLASOFT,0.0,,0.0,0.05,1,EQ,NSE,NSE
3890689,15198,BURNPUR-BE,BURNPUR CEMENT.,0.0,,0.0,0.05,1,EQ,NSE,NSE
695297,2716,BUTTERFLY,BTRFLY GANDHI APPL,0.0,,0.0,0.05,1,EQ,NSE,NSE
3859713,15077,BVCL-BE,BARAK VALLEY CEM..,0.0,,0.0,0.05,1,EQ,NSE,NSE
2027265,7919,BYKE,THE BYKE HOSPITALITY,0.0,,0.0,0.05,1,EQ,NSE,NSE
2029825,7929,CADILAHC,CADILA HEALTHCARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
5586689,21823,CADSYS-SM,,0.0,,0.0,0.05,2000,EQ,NSE,NSE
2135297,8341,CALSOFT,CALIFORNIA SOFTWARE CO LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1591297,6216,CAMLINFINE,CAMLIN FINE SCIENCES,0.0,,0.0,0.05,1,EQ,NSE,NSE
2763265,10794,CANBK,CANARA BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
2271745,8874,CANDC-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
149249,583,CANFINHOME,CAN FIN HOMES,0.0,,0.0,0.05,1,EQ,NSE,NSE
5160961,20160,CANTABIL,CANTABIL RETAIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
5567745,21749,CAPACITE,CAPACITE INFRAPROJECT,0.0,,0.0,0.05,1,EQ,NSE,NSE
999937,3906,CAPLIPOINT,CAPLIN POINT LAB.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4978433,19447,CAPTRUST,CAPITAL TRUST,0.0,,0.0,0.05,1,EQ,NSE,NSE
152321,595,CARBORUNIV,CARBORUNDUM UNIVERSAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
5142017,20086,CAREERP,CAREER POINT,0.0,,0.0,0.05,1,EQ,NSE,NSE
7452929,29113,CARERATING,CARE RATINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
320001,1250,CASTROLIND,CASTROL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
3838977,14996,CCCL-BE,CONS. CONST. CONSORT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1639169,6403,CCHHL-BE,COUNTRY CLUB HOSP HOL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2931713,11452,CCL,CCL PRODUCTS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
5420545,21174,CDSL,CENTRAL DEPO SER (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
3905025,15254,CEATLTD,CEAT,0.0,,0.0,0.05,1,EQ,NSE,NSE
5177345,20224,CEBBCO,COMMERCIAL ENG & CO.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3369473,13162,CELEBRITY,CELEBRITY FASHIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
158465,619,CENTENKA,CENTURY ENKA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2946817,11511,CENTEXT,CENTURY EXTRUSIONS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3812865,14894,CENTRALBK,CENTRAL BANK OF INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
628225,2454,CENTRUM,CENTRUM CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
3835393,14982,CENTUM,CENTUM ELECTRONICS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3406081,13305,CENTURYPLY,CENTURY PLYBOARDS (I),0.0,,0.0,0.05,1,EQ,NSE,NSE
160001,625,CENTURYTEX,CENTURY TEXTILES,0.0,,0.0,0.05,1,EQ,NSE,NSE
3849985,15039,CERA,CERA SANITARYWARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
7683073,30012,CEREBRAINT,CEREBRA INT TECH,0.0,,0.0,0.05,1,EQ,NSE,NSE
160769,628,CESC,CESC,0.0,,0.0,0.05,1,EQ,NSE,NSE
2078465,8119,CESCVENT,CESC VENTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE
5204225,20329,CGCL,CAPRI GLOBAL CAPITAL,0.0,,0.0,0.05,1,EQ,NSE,NSE
194561,760,CGPOWER,CG POWER AND IND SOL,0.0,,0.0,0.05,1,EQ,NSE,NSE
2187777,8546,CHALET,CHALET HOTELS,0.0,,0.0,0.05,1,EQ,NSE,NSE
163073,637,CHAMBLFERT,CHAMBAL FERTILIZERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3742209,14618,CHEMBOND,CHEMBOND CHEMICALS,0.0,,0.0,0.05,1,EQ,NSE,NSE
716545,2799,CHEMFAB,CHEMFAB ALKALIS,0.0,,0.0,0.05,1,EQ,NSE,NSE
524545,2049,CHENNPETRO,CHENNAI PETROLEUM CORP LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
175361,685,CHOLAFIN,CHOLAMANDALAM IN & FIN CO,0.0,,0.0,0.05,1,EQ,NSE,NSE
5565441,21740,CHOLAHLDNG,CHOLAMANDALAM FIN HOL,0.0,,0.0,0.05,1,EQ,NSE,NSE
6938881,27105,CHROMATIC-BE,CHROMATIC INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
1316353,5142,CIGNITITEC,CIGNITI TECHNOLOGIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
6447105,25184,CIMMCO,CIMMCO,0.0,,0.0,0.05,1,EQ,NSE,NSE
6953217,27161,CINELINE,CINELINE INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2054145,8024,CINEVISTA,CINEVISTA,0.0,,0.0,0.05,1,EQ,NSE,NSE
177665,694,CIPLA,CIPLA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4723713,18452,CKFSL-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
406273,1587,CKPLEISURE-SM,,0.0,,0.0,0.05,4000,EQ,NSE,NSE
5300481,20705,CKPPRODUCT-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
5177089,20223,CLEDUCATE,CL EDUCATE,0.0,,0.0,0.05,1,EQ,NSE,NSE
183041,715,CLNINDIA,CLARIANT CHEMICALS (INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4898049,19133,CMICABLES,CMI,0.0,,0.0,0.05,1,EQ,NSE,NSE
24577,96,CMMIPL-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
8152833,31847,CNOVAPETRO-BE,CIL NOVA PETROCHEM,0.0,,0.0,0.05,1,EQ,NSE,NSE
5215745,20374,COALINDIA,COAL INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
5506049,21508,COCHINSHIP,COCHIN SHIPYARD,0.0,,0.0,0.05,1,EQ,NSE,NSE
3876097,15141,COLPAL,COLGATE PALMOLIVE.,0.0,,0.0,0.05,1,EQ,NSE,NSE
4513793,17632,COMPINFO,COMPUAGE INFOCOM,0.0,,0.0,0.05,1,EQ,NSE,NSE
7972353,31142,COMPUSOFT-BE,COMPUCOM SOFTWARE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1215745,4749,CONCOR,CONTAINER CORP OF IND,0.0,,0.0,0.05,1,EQ,NSE,NSE
2620929,10238,CONFIPET,CONFIDENCE PETRO IND.,0.0,,0.0,0.05,1,EQ,NSE,NSE
3003137,11731,CONSOFINVT,CONSO. FIN. & HOLD..,0.0,,0.0,0.05,1,EQ,NSE,NSE
647937,2531,CONTI-SM,,0.0,,0.0,0.05,3333,EQ,NSE,NSE
4474113,17477,CONTROLPR,CONTROL PRINT,0.0,,0.0,0.05,1,EQ,NSE,NSE
1025793,4007,CORALFINAC,CORAL INDIA FIN & HOUS LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
3909377,15271,CORDSCABLE,CORDS CABLE INDUS.,0.0,,0.0,0.05,1,EQ,NSE,NSE
189185,739,COROMANDEL,COROMANDEL INTERNTL.,0.0,,0.0,0.05,1,EQ,NSE,NSE
189953,742,COSMOFILMS,COSMO FILMS,0.0,,0.0,0.05,1,EQ,NSE,NSE
4348417,16986,COUNCODOS,COUNTRY CONDO'S,0.0,,0.0,0.05,1,EQ,NSE,NSE
4063745,15874,COX&KINGS-BZ,,0.0,,0.0,0.05,1,EQ,NSE,NSE
595969,2328,CPSEETF,CPSE ETF,0.0,,0.0,0.01,1,EQ,NSE,NSE
2855681,11155,CREATIVE,CREATIVE PERI & DIST.,0.0,,0.0,0.05,1,EQ,NSE,NSE
2403329,9388,CREATIVEYE-BE,CREATIVE EYE,0.0,,0.0,0.05,1,EQ,NSE,NSE
1131777,4421,CREDITACC,CREDITACCESS GRAMEEN,0.0,,0.0,0.05,1,EQ,NSE,NSE
3558401,13900,CREST,CREST VENTURES,0.0,,0.0,0.05,1,EQ,NSE,NSE
193793,757,CRISIL,CRISIL,0.0,,0.0,0.05,1,EQ,NSE,NSE
4376065,17094,CROMPTON,CROMPT GREA CON ELEC,0.0,,0.0,0.05,1,EQ,NSE,NSE
4760577,18596,CROWN-SM,,0.0,,0.0,0.05,1000,EQ,NSE,NSE
3831297,14966,CSBBANK,CSB BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
3639809,14218,CTE,CAMBRIDGE TECH ENTER,0.0,,0.0,0.05,1,EQ,NSE,NSE
1459457,5701,CUB,CITY UNION BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
1040385,4064,CUBEXTUB,CUBEX TUBINGS,0.0,,0.0,0.05,1,EQ,NSE,NSE
486657,1901,CUMMINSIND,CUMMINS INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
4741121,18520,CUPID,CUPID,0.0,,0.0,0.05,1,EQ,NSE,NSE
1549057,6051,CYBERTECH,CYBERTECH SYSTEMS & SOFTW,0.0,,0.0,0.05,1,EQ,NSE,NSE
1471489,5748,CYIENT,CYIENT,0.0,,0.0,0.05,1,EQ,NSE,NSE
3536897,13816,DAAWAT,LT FOODS,0.0,,0.0,0.05,1,EQ,NSE,NSE
197633,772,DABUR,DABUR INDIA,0.0,,0.0,0.05,1,EQ,NSE,NSE
2067201,8075,DALBHARAT,DALMIA BHARAT,0.0,,0.0,0.05,1,EQ,NSE,NSE
199937,781,DALMIASUG,DALMIA BHARAT SUG IN,0.0,,0.0,0.05,1,EQ,NSE,NSE
4490497,17541,DAMODARIND,DAMODAR INDUSTRIES,0.0,,0.0,0.05,1,EQ,NSE,NSE
1167105,4559,DANGEE-SM,,0.0,,0.0,0.05,800,EQ,NSE,NSE
2924289,11423,DATAMATICS,DATAMATICS GLOBAL SER,0.0,,0.0,0.05,1,EQ,NSE,NSE
4577537,17881,DBCORP,D.B.CORP,0.0,,0.0,0.05,1,EQ,NSE,NSE
4630017,18086,DBL,DILIP BUILDCON,0.0,,0.0,0.05,1,EQ,NSE,NSE
4639745,18124,DBREALTY,D B REALTY,0.0,,0.0,0.05,1,EQ,NSE,NSE
7963393,31107,DBSTOCKBRO,DB (INT) STOCK BROKERS,0.0,,0.0,0.05,1,EQ,NSE,NSE
5556225,21704,DCAL,DISHMAN CARBO AMCIS,0.0,,0.0,0.05,1,EQ,NSE,NSE
3513601,13725,DCBBANK,DCB BANK,0.0,,0.0,0.05,1,EQ,NSE,NSE
4099073,16012,DCI-SM,,0.0,,0.0,0.05,3000,EQ,NSE,NSE
206081,805,DCM,DCM,0.0,,0.0,0.05,1,EQ,NSE,NSE
2228225,8704,DCMFINSERV-BE,DCM FINANCIAL SERVICES LT,0.0,,0.0,0.05,1,EQ,NSE,NSE
